location,year,deaths,LEKTIKO
MUNICIPALITY OF ALEXANDRIA,2020,3,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΕΙΑΣ
MUNICIPALITY OF FAISTOS,2020,3,ΔΗΜΟΣ ΦΑΙΣΤΟΥ
MUNICIPALITY OF KASSANDRAS,2020,3,ΔΗΜΟΣ ΚΑΣΣΑΝΔΡΑΣ
ERETRIA MUNICIPALITY,2020,3,ΔΗΜΟΣ ΕΡΕΤΡΙΑΣ
MUNICIPALITY OF LAMIE,2020,3,ΔΗΜΟΣ ΛΑΜΙΕΩΝ
MUNICIPALITY OF SAMOS,2020,3,ΔΗΜΟΣ ΣΑΜΟΥ
DELTA MUNICIPALITY,2020,3,ΔΗΜΟΣ ΔΕΛΤΑ
MUNICIPALITY OF PYLOS - NESTOROS,2020,4,ΔΗΜΟΣ ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ
RIGA FERAI MUNICIPALITY,2020,4,ΔΗΜΟΣ ΡΗΓΑ ΦΕΡΑΙΟΥ
MUNICIPALITY OF DIRPHIA - MESSAPIA,2020,4,ΔΗΜΟΣ ΔΙΡΦΥΩΝ - ΜΕΣΣΑΠΙΩΝ
LOKRON MUNICIPALITY,2020,4,ΔΗΜΟΣ ΛΟΚΡΩΝ
MUNICIPALITY OF HERACLEIOU,2020,4,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
MUNICIPALITY OF HERACLEIOU,2020,4,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
MUNICIPALITY OF SPATON - ARTEMIDOS,2020,4,ΔΗΜΟΣ ΣΠΑΤΩΝ - ΑΡΤΕΜΙΔΟΣ
MUNICIPALITY OF HOLY CITY OF MESSOLONGIOU,2020,4,ΔΗΜΟΣ ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓ
MUNICIPALITY OF SARONIKO,2020,4,ΔΗΜΟΣ ΣΑΡΩΝΙΚΟΥ
MUNICIPALITY OF THERA,2020,4,ΔΗΜΟΣ ΘΗΡΑΣ
MUNICIPALITY OF VARIS - VOULAS - VOULIAGMENI,2020,4,ΔΗΜΟΣ ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙ
MUNICIPALITY OF ARTAIA,2020,5,ΔΗΜΟΣ ΑΡΤΑΙΩΝ
MUNICIPALITY OF ANDRAVIDAS - KILLINIS,2020,5,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ
MUNICIPALITY OF THERMAIKOU,2020,5,ΔΗΜΟΣ ΘΕΡΜΑΪΚΟΥ
MUNICIPALITY OF ELLINIKOU - ARGYROUPOLI,2020,5,ΔΗΜΟΣ ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟ
MUNICIPALITY OF CHALKIS,2020,5,ΔΗΜΟΣ ΧΑΛΚΙΔΕΩΝ
MUNICIPALITY OF PYRGOS,2020,6,ΔΗΜΟΣ ΠΥΡΓΟΥ
MUNICIPALITY OF CHANIA,2020,6,ΔΗΜΟΣ ΧΑΝΙΩΝ
CORFU MUNICIPALITY,2020,6,ΔΗΜΟΣ ΚΕΡΚΥΡΑΣ
MUNICIPALITY OF ALEXANDROUPOLI,2020,6,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ
MUNICIPALITY OF LESVO,2020,6,ΔΗΜΟΣ ΛΕΣΒΟΥ
MUNICIPALITY OF PREVEZA,2020,7,ΔΗΜΟΣ ΠΡΕΒΕΖΑΣ
MUNICIPALITY OF NEAS PROPONTIDAS,2020,7,ΔΗΜΟΣ ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ
MUNICIPALITY OF KO,2020,7,ΔΗΜΟΣ ΚΩ
MUNICIPALITY OF CORINTHION,2020,8,ΔΗΜΟΣ ΚΟΡΙΝΘΙΩΝ
MUNICIPALITY OF PIRAEUS,2020,9,ΔΗΜΟΣ ΠΕΙΡΑΙΩΣ
MUNICIPALITY OF RHODES,2020,12,ΔΗΜΟΣ ΡΟΔΟΥ
MUNICIPALITY OF MEGANISIOU,2021,0,ΔΗΜΟΣ ΜΕΓΑΝΗΣΙΟΥ
MUNICIPALITY OF ELAFONIS,2021,0,ΔΗΜΟΣ ΕΛΑΦΟΝΗΣΟΥ
MUNICIPALITY OF KYTHIRA,2021,0,ΔΗΜΟΣ ΚΥΘΗΡΩΝ
MUNICIPALITY OF ANGISTRIOU,2021,0,ΔΗΜΟΣ ΑΓΚΙΣΤΡΙΟΥ
HYDRA MUNICIPALITY,2021,0,ΔΗΜΟΣ ΎΔΡΑΣ
MUNICIPALITY OF POROS,2021,0,ΔΗΜΟΣ ΠΟΡΟΥ
AGIOS OROS (Municipality),2021,0,ΑΓΙΟ ΟΡΟΣ (Αυτοδιοίκητο)
MUNICIPALITY OF KIMOLO,2021,0,ΔΗΜΟΣ ΚΙΜΩΛΟΥ
MUNICIPALITY OF AGIOS EFSTRATIO,2021,0,ΔΗΜΟΣ ΑΓΙΟΥ ΕΥΣΤΡΑΤΙΟΥ
FISHING MUNICIPALITY,2021,0,ΔΗΜΟΣ ΨΑΡΩΝ
MUNICIPALITY OF OINOUSSE,2021,0,ΔΗΜΟΣ ΟΙΝΟΥΣΣΩΝ
MUNICIPALITY OF AGATHONISIOU,2021,0,ΔΗΜΟΣ ΑΓΑΘΟΝΗΣΙΟΥ
MEGISTIS MUNICIPALITY,2021,0,ΔΗΜΟΣ ΜΕΓΙΣΤΗΣ
MUNICIPALITY OF PYDNAS - KOLINDROU,2021,0,ΔΗΜΟΣ ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ
MUNICIPALITY OF KANTANO - SELINO,2021,0,ΔΗΜΟΣ ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ
MUNICIPALITY OF SERIFO,2021,0,ΔΗΜΟΣ ΣΕΡΙΦΟΥ
AMORGO MUNICIPALITY,2021,0,ΔΗΜΟΣ ΑΜΟΡΓΟΥ
MUNICIPALITY OF HALKIS,2021,0,ΔΗΜΟΣ ΧΑΛΚΗΣ
MUNICIPALITY OF SKYRO,2021,0,ΔΗΜΟΣ ΣΚΥΡΟΥ
MUNICIPALITY OF ANAFI,2021,0,ΔΗΜΟΣ ΑΝΑΦΗΣ
MUNICIPALITY OF SOUTH PELIA,2021,0,ΔΗΜΟΣ ΝΟΤΙΟΥ ΠΗΛΙΟΥ
MUNICIPALITY OF FILIATON,2021,0,ΔΗΜΟΣ ΦΙΛΙΑΤΩΝ
MUNICIPALITY OF SIMI,2021,0,ΔΗΜΟΣ ΣΥΜΗΣ
MUNICIPALITY OF SIFNOS,2021,0,ΔΗΜΟΣ ΣΙΦΝΟΥ
ALONNIS MUNICIPALITY,2021,0,ΔΗΜΟΣ ΑΛΟΝΝΗΣΟΥ
MUNICIPALITY OF WEST MANI,2021,0,ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΜΑΝΗΣ
FOLEGANDRO MUNICIPALITY,2021,0,ΔΗΜΟΣ ΦΟΛΕΓΑΝΔΡΟΥ
MUNICIPALITY OF KISSAMOU,2021,0,ΔΗΜΟΣ ΚΙΣΣΑΜΟΥ
MUNICIPALITY OF ANTIPARA,2021,0,ΔΗΜΟΣ ΑΝΤΙΠΑΡΟΥ
DIMOROS MUNICIPALITY,2021,0,ΔΗΜΟΣ ΞΗΡΟΜΕΡΟΥ
MUNICIPALITY OF THASOS,2021,0,ΔΗΜΟΣ ΘΑΣΟΥ
SKOPELO MUNICIPALITY,2021,0,ΔΗΜΟΣ ΣΚΟΠΕΛΟΥ
MUNICIPALITY OF MILOS,2021,0,ΔΗΜΟΣ ΜΗΛΟΥ
MUNICIPALITY OF SKIATHO,2021,0,ΔΗΜΟΣ ΣΚΙΑΘΟΥ
MUNICIPALITY OF IETON,2021,0,ΔΗΜΟΣ ΙΗΤΩΝ
MUNICIPALITY OF ANDROS,2021,0,ΔΗΜΟΣ ΆΝΔΡΟΥ
PATMOS MUNICIPALITY,2021,0,ΔΗΜΟΣ ΠΑΤΜΟΥ
MUNICIPALITY OF DORIDOS,2021,0,ΔΗΜΟΣ ΔΩΡΙΔΟΣ
MUNICIPALITY OF LEROS,2021,0,ΔΗΜΟΣ ΛΕΡΟΥ
MUNICIPALITY OF AKTIOU - VONICSA,2021,0,ΔΗΜΟΣ ΆΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ
MUNICIPALITY OF SAINT BARBARA,2021,0,ΔΗΜΟΣ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ
ARRIANA MUNICIPALITY,2021,1,ΔΗΜΟΣ ΑΡΡΙΑΝΩΝ
RIGA FERAI MUNICIPALITY,2021,1,ΔΗΜΟΣ ΡΗΓΑ ΦΕΡΑΙΟΥ
MUNICIPALITY OF AGIOS VASILEIOU,2021,1,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ
MUNICIPALITY OF SALAMINOS,2021,1,ΔΗΜΟΣ ΣΑΛΑΜΙΝΟΣ
APOKORON MUNICIPALITY,2021,1,ΔΗΜΟΣ ΑΠΟΚΟΡΩΝΟΥ
MUNICIPALITY OF KEAS,2021,1,ΔΗΜΟΣ ΚΕΑΣ
MUNICIPALITY OF AGIOS NIKOLAOUS,2021,1,ΔΗΜΟΣ ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ
KARYSTO MUNICIPALITY,2021,1,ΔΗΜΟΣ ΚΑΡΥΣΤΟΥ
MUNICIPALITY OF IKARIA,2021,1,ΔΗΜΟΣ ΙΚΑΡΙΑΣ
LIMN MUNICIPALITY,2021,1,ΔΗΜΟΣ ΛΗΜΝΟΥ
MUNICIPALITY OF TINOS,2021,1,ΔΗΜΟΣ ΤΗΝΟΥ
MUNICIPALITY OF ABDIRON,2021,1,ΔΗΜΟΣ ΑΒΔΗΡΩΝ
MUNICIPALITY OF HERSONIS,2021,1,ΔΗΜΟΣ ΧΕΡΣΟΝΗΣΟΥ
MUNICIPALITY OF MANTOUDIOU - LIMNIS - AGIAS ANNAS,2021,1,ΔΗΜΟΣ ΜΑΝΤΟΥΔΙΟΥ - ΛΙΜΝΗΣ -
MUNICIPALITY OF AGIA,2021,1,ΔΗΜΟΣ ΑΓΙΑΣ
MUNICIPALITY OF STYLIDOS,2021,1,ΔΗΜΟΣ ΣΤΥΛΙΔΟΣ
MUNICIPALITY OF KALYMNIA,2021,1,ΔΗΜΟΣ ΚΑΛΥΜΝΙΩΝ
AMFILOHIA MUNICIPALITY,2021,1,ΔΗΜΟΣ ΑΜΦΙΛΟΧΙΑΣ
MUNICIPALITY OF KYMI - ALIVERIOU,2021,1,ΔΗΜΟΣ ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ
ERETRIA MUNICIPALITY,2021,1,ΔΗΜΟΣ ΕΡΕΤΡΙΑΣ
MUNICIPALITY OF LEVADEA,2021,1,ΔΗΜΟΣ ΛΕΒΑΔΕΩΝ
MUNICIPALITY OF PEANIA,2021,1,ΔΗΜΟΣ ΠΑΙΑΝΙΑΣ
MUNICIPALITY OF SYRO - HERMOUPOLI,2021,1,ΔΗΜΟΣ ΣΥΡΟΥ - ΕΡΜΟΥΠΟΛΗΣ
MUNICIPALITY OF KASSANDRAS,2021,1,ΔΗΜΟΣ ΚΑΣΣΑΝΔΡΑΣ
ARISTOTELI MUNICIPALITY,2021,1,ΔΗΜΟΣ ΑΡΙΣΤΟΤΕΛΗ
MUNICIPALITY OF NEAS PROPONTIDAS,2021,1,ΔΗΜΟΣ ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ
MUNICIPALITY OF MARATHON,2021,1,ΔΗΜΟΣ ΜΑΡΑΘΩΝΟΣ
MUNICIPALITY OF SAMOS,2021,1,ΔΗΜΟΣ ΣΑΜΟΥ
MUNICIPALITY OF KO,2021,1,ΔΗΜΟΣ ΚΩ
MUNICIPALITY OF HERACLEIOU,2021,1,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
MUNICIPALITY OF HERACLEIOU,2021,1,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
MYLOPOTAM MUNICIPALITY,2021,2,ΔΗΜΟΣ ΜΥΛΟΠΟΤΑΜΟΥ
MUNICIPALITY OF PAXOS,2021,2,ΔΗΜΟΣ ΠΑΞΩΝ
MUNICIPALITY OF SITEIA,2021,2,ΔΗΜΟΣ ΣΗΤΕΙΑΣ
MUNICIPALITY OF NIKOLAOS SKOUFAS,2021,2,ΔΗΜΟΣ ΝΙΚΟΛΑΟΥ ΣΚΟΥΦΑ
MUNICIPALITY OF PARGAS,2021,2,ΔΗΜΟΣ ΠΑΡΓΑΣ
MUNICIPALITY OF ARTAIA,2021,2,ΔΗΜΟΣ ΑΡΤΑΙΩΝ
MUNICIPALITY OF EPIDAVUR,2021,2,ΔΗΜΟΣ ΕΠΙΔΑΥΡΟΥ
MUNICIPALITY OF PYLOS - NESTOROS,2021,2,ΔΗΜΟΣ ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ
MUNICIPALITY OF KARPATHOU,2021,2,ΔΗΜΟΣ ΚΑΡΠΑΘΟΥ
MUNICIPALITY OF FAISTOS,2021,2,ΔΗΜΟΣ ΦΑΙΣΤΟΥ
SITHONIA MUNICIPALITY,2021,2,ΔΗΜΟΣ ΣΙΘΩΝΙΑΣ
MEGAREON MUNICIPALITY,2021,2,ΔΗΜΟΣ ΜΕΓΑΡΕΩΝ
MUNICIPALITY OF HERMIONIDA,2021,2,ΔΗΜΟΣ ΕΡΜΙΟΝΙΔΑΣ
MUNICIPALITY OF NAXOS AND MIKRON KYKLADES,2021,2,ΔΗΜΟΣ ΝΑΞΟΥ ΚΑΙ ΜΙΚΡΩΝ ΚΥΚΛ
MUNICIPALITY OF HOLY CITY OF MESSOLONGIOU,2021,2,ΔΗΜΟΣ ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓ
MUNICIPALITY OF ALEXANDROUPOLI,2021,2,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ
CORFU MUNICIPALITY,2021,2,ΔΗΜΟΣ ΚΕΡΚΥΡΑΣ
MUNICIPALITY OF THERMAIKOU,2021,2,ΔΗΜΟΣ ΘΕΡΜΑΪΚΟΥ
MUNICIPALITY OF MYKONOS,2021,2,ΔΗΜΟΣ ΜΥΚΟΝΟΥ
ALMYRO MUNICIPALITY,2021,3,ΔΗΜΟΣ ΑΛΜΥΡΟΥ
MUNICIPALITY OF PYRGOS,2021,3,ΔΗΜΟΣ ΠΥΡΓΟΥ
MUNICIPALITY OF CHIOS,2021,3,ΔΗΜΟΣ ΧΙΟΥ
MUNICIPALITY OF PREVEZA,2021,3,ΔΗΜΟΣ ΠΡΕΒΕΖΑΣ
MUNICIPALITY OF ISTIAIA - EDIPSO,2021,3,ΔΗΜΟΣ ΙΣΤΙΑΙΑΣ - ΑΙΔΗΨΟΥ
MUNICIPALITY OF NAFPLIEN,2021,3,ΔΗΜΟΣ ΝΑΥΠΛΙΕΩΝ
MUNICIPALITY OF DELPHI,2021,3,ΔΗΜΟΣ ΔΕΛΦΩΝ
MUNICIPALITY OF ANDRAVIDAS - KILLINIS,2021,3,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ
MUNICIPALITY OF HERACLEIOU,2021,3,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
MUNICIPALITY OF HERACLEIOU,2021,3,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
LAVREOTIKI MUNICIPALITY,2021,3,ΔΗΜΟΣ ΛΑΥΡΕΩΤΙΚΗΣ
MUNICIPALITY OF LAMIE,2021,3,ΔΗΜΟΣ ΛΑΜΙΕΩΝ
OREIOKASTR MUNICIPALITY,2021,3,ΔΗΜΟΣ ΩΡΑΙΟΚΑΣΤΡΟΥ
MUNICIPALITY OF MARKOPOULO MESOGAIAS,2021,3,ΔΗΜΟΣ ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑ
MUNICIPALITY OF ZAKYNTHUS,2021,3,ΔΗΜΟΣ ΖΑΚΥΝΘΟΥ
MUNICIPALITY OF ELLINIKOU - ARGYROUPOLI,2021,3,ΔΗΜΟΣ ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟ
MUNICIPALITY OF MONEMVASIA,2021,4,ΔΗΜΟΣ ΜΟΝΕΜΒΑΣΙΑΣ
MUNICIPALITY OF IGOUMENITSA,2021,4,ΔΗΜΟΣ ΗΓΟΥΜΕΝΙΤΣΑΣ
MUNICIPALITY OF PAROS,2021,4,ΔΗΜΟΣ ΠΑΡΟΥ
MUNICIPALITY OF KEFALONIA,2021,4,ΔΗΜΟΣ ΚΕΦΑΛΟΝΙΑΣ
MUNICIPALITY OF LEFKADA,2021,4,ΔΗΜΟΣ ΛΕΥΚΑΔΑΣ
MUNICIPALITY OF SARONIKO,2021,4,ΔΗΜΟΣ ΣΑΡΩΝΙΚΟΥ
DELTA MUNICIPALITY,2021,4,ΔΗΜΟΣ ΔΕΛΤΑ
MUNICIPALITY OF VARIS - VOULAS - VOULIAGMENI,2021,4,ΔΗΜΟΣ ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙ
IERAPETRA MUNICIPALITY,2021,5,ΔΗΜΟΣ ΙΕΡΑΠΕΤΡΑΣ
MUNICIPALITY OF TRIFILIA,2021,5,ΔΗΜΟΣ ΤΡΙΦΥΛΙΑΣ
MUNICIPALITY OF DIRPHIA - MESSAPIA,2021,5,ΔΗΜΟΣ ΔΙΡΦΥΩΝ - ΜΕΣΣΑΠΙΩΝ
PANGAI MUNICIPALITY,2021,5,ΔΗΜΟΣ ΠΑΓΓΑΙΟΥ
MUNICIPALITY OF LOUTRAKI - AGION THEODORI,2021,5,ΔΗΜΟΣ ΛΟΥΤΡΑΚΙΟΥ - ΑΓΙΩΝ ΘΕ
MUNICIPALITY OF SPATON - ARTEMIDOS,2021,5,ΔΗΜΟΣ ΣΠΑΤΩΝ - ΑΡΤΕΜΙΔΟΣ
MUNICIPALITY OF PIRAEUS,2021,5,ΔΗΜΟΣ ΠΕΙΡΑΙΩΣ
EUROTA MUNICIPALITY,2021,6,ΔΗΜΟΣ ΕΥΡΩΤΑ
MUNICIPALITY OF CORINTHION,2021,6,ΔΗΜΟΣ ΚΟΡΙΝΘΙΩΝ
MUNICIPALITY OF KAVALAS,2021,6,ΔΗΜΟΣ ΚΑΒΑΛΑΣ
MUNICIPALITY OF AGRINI,2021,6,ΔΗΜΟΣ ΑΓΡΙΝΙΟΥ
MUNICIPALITY OF CHALKIS,2021,6,ΔΗΜΟΣ ΧΑΛΚΙΔΕΩΝ
MUNICIPALITY OF ALEXANDRIA,2021,7,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΕΙΑΣ
LOKRON MUNICIPALITY,2021,7,ΔΗΜΟΣ ΛΟΚΡΩΝ
MUNICIPALITY OF TRIPOLI,2021,7,ΔΗΜΟΣ ΤΡΙΠΟΛΗΣ
MUNICIPALITY OF THEBES,2021,7,ΔΗΜΟΣ ΘΗΒΑΙΩΝ
MUNICIPALITY OF THERA,2021,7,ΔΗΜΟΣ ΘΗΡΑΣ
MUNICIPALITY OF LESVO,2021,7,ΔΗΜΟΣ ΛΕΣΒΟΥ
MUNICIPALITY OF CHANIA,2021,8,ΔΗΜΟΣ ΧΑΝΙΩΝ
MUNICIPALITY OF RHODES,2021,14,ΔΗΜΟΣ ΡΟΔΟΥ
MUNICIPALITY OF GAVDO,2022,0,ΔΗΜΟΣ ΓΑΥΔΟΥ
MUNICIPALITY OF KEAS,2022,0,ΔΗΜΟΣ ΚΕΑΣ
MUNICIPALITY OF ANTIPARA,2022,0,ΔΗΜΟΣ ΑΝΤΙΠΑΡΟΥ
MUNICIPALITY OF NISYRO,2022,0,ΔΗΜΟΣ ΝΙΣΥΡΟΥ
EUROTA MUNICIPALITY,2022,0,ΔΗΜΟΣ ΕΥΡΩΤΑ
FOLEGANDRO MUNICIPALITY,2022,0,ΔΗΜΟΣ ΦΟΛΕΓΑΝΔΡΟΥ
AMORGO MUNICIPALITY,2022,0,ΔΗΜΟΣ ΑΜΟΡΓΟΥ
MUNICIPALITY OF KARPATHOU,2022,0,ΔΗΜΟΣ ΚΑΡΠΑΘΟΥ
MUNICIPALITY OF SIFNOS,2022,0,ΔΗΜΟΣ ΣΙΦΝΟΥ
MUNICIPALITY OF IETON,2022,0,ΔΗΜΟΣ ΙΗΤΩΝ
MUNICIPALITY OF SIMI,2022,0,ΔΗΜΟΣ ΣΥΜΗΣ
PATMOS MUNICIPALITY,2022,0,ΔΗΜΟΣ ΠΑΤΜΟΥ
MUNICIPALITY OF SAINT BARBARA,2022,0,ΔΗΜΟΣ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ
MUNICIPALITY OF AGIOS VASILEIOU,2022,0,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ
MUNICIPALITY OF SERIFO,2022,0,ΔΗΜΟΣ ΣΕΡΙΦΟΥ
MUNICIPALITY OF ANDROS,2022,0,ΔΗΜΟΣ ΆΝΔΡΟΥ
AMFILOHIA MUNICIPALITY,2022,0,ΔΗΜΟΣ ΑΜΦΙΛΟΧΙΑΣ
LIMN MUNICIPALITY,2022,0,ΔΗΜΟΣ ΛΗΜΝΟΥ
MUNICIPALITY OF MILOS,2022,0,ΔΗΜΟΣ ΜΗΛΟΥ
MUNICIPALITY OF LEROS,2022,0,ΔΗΜΟΣ ΛΕΡΟΥ
MUNICIPALITY OF KALYMNIA,2022,0,ΔΗΜΟΣ ΚΑΛΥΜΝΙΩΝ
MUNICIPALITY OF SALAMINOS,2022,0,ΔΗΜΟΣ ΣΑΛΑΜΙΝΟΣ
MUNICIPALITY OF HERMIONIDA,2022,0,ΔΗΜΟΣ ΕΡΜΙΟΝΙΔΑΣ
MUNICIPALITY OF ELLINIKOU - ARGYROUPOLI,2022,0,ΔΗΜΟΣ ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟ
MUNICIPALITY OF TROIZINIA,2022,1,ΔΗΜΟΣ ΤΡΟΙΖΗΝΙΑΣ
MUNICIPALITY OF SPETS,2022,1,ΔΗΜΟΣ ΣΠΕΤΣΩΝ
IERAPETRA MUNICIPALITY,2022,1,ΔΗΜΟΣ ΙΕΡΑΠΕΤΡΑΣ
APOKORON MUNICIPALITY,2022,1,ΔΗΜΟΣ ΑΠΟΚΟΡΩΝΟΥ
MUNICIPALITY OF KYTHNO,2022,1,ΔΗΜΟΣ ΚΥΘΝΟΥ
MUNICIPALITY OF ASTYPALAIA,2022,1,ΔΗΜΟΣ ΑΣΤΥΠΑΛΑΙΑΣ
MUNICIPALITY OF WEST MANI,2022,1,ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΜΑΝΗΣ
MUNICIPALITY OF SITEIA,2022,1,ΔΗΜΟΣ ΣΗΤΕΙΑΣ
MUNICIPALITY OF AGIOS NIKOLAOUS,2022,1,ΔΗΜΟΣ ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ
MUNICIPALITY OF TINOS,2022,1,ΔΗΜΟΣ ΤΗΝΟΥ
DIMOROS MUNICIPALITY,2022,1,ΔΗΜΟΣ ΞΗΡΟΜΕΡΟΥ
MUNICIPALITY OF EPIDAVUR,2022,1,ΔΗΜΟΣ ΕΠΙΔΑΥΡΟΥ
MUNICIPALITY OF SYRO - HERMOUPOLI,2022,1,ΔΗΜΟΣ ΣΥΡΟΥ - ΕΡΜΟΥΠΟΛΗΣ
MUNICIPALITY OF PAROS,2022,1,ΔΗΜΟΣ ΠΑΡΟΥ
MUNICIPALITY OF NAXOS AND MIKRON KYKLADES,2022,1,ΔΗΜΟΣ ΝΑΞΟΥ ΚΑΙ ΜΙΚΡΩΝ ΚΥΚΛ
LAVREOTIKI MUNICIPALITY,2022,1,ΔΗΜΟΣ ΛΑΥΡΕΩΤΙΚΗΣ
MUNICIPALITY OF MARKOPOULO MESOGAIAS,2022,1,ΔΗΜΟΣ ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑ
MUNICIPALITY OF HERACLEIOU,2022,1,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
MUNICIPALITY OF HERACLEIOU,2022,1,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
MUNICIPALITY OF AEGINA,2022,2,ΔΗΜΟΣ ΑΙΓΙΝΑΣ
MUNICIPALITY OF KANTANO - SELINO,2022,2,ΔΗΜΟΣ ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ
MUNICIPALITY OF MONEMVASIA,2022,2,ΔΗΜΟΣ ΜΟΝΕΜΒΑΣΙΑΣ
MUNICIPALITY OF PYLOS - NESTOROS,2022,2,ΔΗΜΟΣ ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ
MUNICIPALITY OF HERSONIS,2022,2,ΔΗΜΟΣ ΧΕΡΣΟΝΗΣΟΥ
MUNICIPALITY OF KISSAMOU,2022,2,ΔΗΜΟΣ ΚΙΣΣΑΜΟΥ
MUNICIPALITY OF TRIFILIA,2022,2,ΔΗΜΟΣ ΤΡΙΦΥΛΙΑΣ
MUNICIPALITY OF ANDRAVIDAS - KILLINIS,2022,2,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ
MUNICIPALITY OF CHIOS,2022,2,ΔΗΜΟΣ ΧΙΟΥ
MUNICIPALITY OF CHANIA,2022,2,ΔΗΜΟΣ ΧΑΝΙΩΝ
MUNICIPALITY OF TRIPOLI,2022,2,ΔΗΜΟΣ ΤΡΙΠΟΛΗΣ
MUNICIPALITY OF MARATHON,2022,2,ΔΗΜΟΣ ΜΑΡΑΘΩΝΟΣ
MUNICIPALITY OF LOUTRAKI - AGION THEODORI,2022,2,ΔΗΜΟΣ ΛΟΥΤΡΑΚΙΟΥ - ΑΓΙΩΝ ΘΕ
MUNICIPALITY OF PEANIA,2022,2,ΔΗΜΟΣ ΠΑΙΑΝΙΑΣ
MUNICIPALITY OF SARONIKO,2022,2,ΔΗΜΟΣ ΣΑΡΩΝΙΚΟΥ
MYLOPOTAM MUNICIPALITY,2022,4,ΔΗΜΟΣ ΜΥΛΟΠΟΤΑΜΟΥ
MUNICIPALITY OF FAISTOS,2022,4,ΔΗΜΟΣ ΦΑΙΣΤΟΥ
MUNICIPALITY OF NAFPLIEN,2022,4,ΔΗΜΟΣ ΝΑΥΠΛΙΕΩΝ
MUNICIPALITY OF PYRGOS,2022,4,ΔΗΜΟΣ ΠΥΡΓΟΥ
MUNICIPALITY OF AKTIOU - VONICSA,2022,4,ΔΗΜΟΣ ΆΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ
MUNICIPALITY OF SPATON - ARTEMIDOS,2022,4,ΔΗΜΟΣ ΣΠΑΤΩΝ - ΑΡΤΕΜΙΔΟΣ
MUNICIPALITY OF MYKONOS,2022,4,ΔΗΜΟΣ ΜΥΚΟΝΟΥ
MUNICIPALITY OF VARIS - VOULAS - VOULIAGMENI,2022,4,ΔΗΜΟΣ ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙ
MUNICIPALITY OF HOLY CITY OF MESSOLONGIOU,2022,5,ΔΗΜΟΣ ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓ
MUNICIPALITY OF SAMOS,2022,5,ΔΗΜΟΣ ΣΑΜΟΥ
